"SNP_name"	"chromosome"	"Physical_Position"	"rawData.log2ratio."
"SNP_A-1825047"	11	6687947	0.306941
"SNP_A-2007421"	11	6691595	0.402252
"SNP_A-2279003"	11	6701018	-0.170204
"SNP_A-2021440"	11	6713501	0.133631
"SNP_A-2061080"	11	6721435	0.329863
"SNP_A-2314553"	11	6739589	0.604965
"SNP_A-2286126"	11	6742577	0.524129
"SNP_A-1938258"	11	6749380	0.40365
"SNP_A-2105409"	11	6749489	0.324831
"SNP_A-1789559"	11	6763072	0.268529
"SNP_A-2240869"	11	6764722	-0.079888
"SNP_A-1953461"	11	6764838	0.474179
"SNP_A-2213965"	11	6765830	0.299383
"SNP_A-1921074"	11	6765851	0.172266
"SNP_A-1855008"	11	6780289	0.006777
"SNP_A-2233614"	11	6798597	0.219923
"SNP_A-2007449"	11	6813393	0.842432
"SNP_A-1838911"	11	6815324	0.100634
"SNP_A-1908388"	11	6828322	0.045854
"SNP_A-2137456"	11	6829442	0.230797
"SNP_A-4224022"	11	6833539	0.121284
"SNP_A-1784329"	11	6833678	-0.017968
"SNP_A-2150974"	11	6833869	0.288454
"SNP_A-2007452"	11	6834451	0.365197
"SNP_A-4176346"	11	6834694	0.206389
"SNP_A-2007453"	11	6835530	0.05597
"SNP_A-1801279"	11	6835884	0.193297
"SNP_A-4239339"	11	6835971	0.110915
"SNP_A-2035094"	11	6836295	0.14909
"SNP_A-2241993"	11	6838666	-0.097911
"SNP_A-2068944"	11	6840202	-0.227494
"SNP_A-4217170"	11	6840262	-0.049466
"SNP_A-4232998"	11	6840442	0.069865
"SNP_A-4229364"	11	6840488	0.346014
"SNP_A-1781230"	11	6840789	0.078995
"SNP_A-1928216"	11	6841472	0.397241
"SNP_A-1814999"	11	6841821	0.075074
"SNP_A-2007455"	11	6842005	0.481998
"SNP_A-1945198"	11	6848181	0.364791
"SNP_A-4214668"	11	6849442	-0.133371
"SNP_A-4214669"	11	6850118	-0.027011
"SNP_A-1953484"	11	6851281	0.493196
"SNP_A-1824571"	11	6851315	0.367997
"SNP_A-1827253"	11	6853222	0.240385
"SNP_A-1959637"	11	6853401	0.045315
"SNP_A-4238812"	11	6853827	0.358932
"SNP_A-2255534"	11	6862381	0.221975
"SNP_A-1905893"	11	6867848	0.255498
"SNP_A-4229951"	11	6874689	0.109418
"SNP_A-4198397"	11	6875754	-0.020348
"SNP_A-4227830"	11	6877349	0.495017
"SNP_A-2142989"	11	6877468	0.121425
"SNP_A-2299505"	11	6880837	0.233828
"SNP_A-2170619"	11	6881330	0.531143
"SNP_A-2001670"	11	6881438	0.297574
"SNP_A-1931262"	11	6882251	0.060513
"SNP_A-2091251"	11	6899830	0.213224
"SNP_A-1818018"	11	6900632	0.382441
"SNP_A-1816065"	11	6924878	0.112401
"SNP_A-2158713"	11	6926252	0.177476
"SNP_A-4224473"	11	6955865	0.282108
"SNP_A-1927350"	11	6958272	0.298101
"SNP_A-2111807"	11	6968107	0.193152
"SNP_A-2139489"	11	6989148	0.120954
"SNP_A-4207434"	11	6989549	-0.057882
"SNP_A-4198518"	11	6994826	0.733078
"SNP_A-2001671"	11	7002249	0.305302
"SNP_A-2007476"	11	7003053	-0.291959
"SNP_A-2007477"	11	7003099	0.097631
"SNP_A-2162258"	11	7010611	0.450156
"SNP_A-2250982"	11	7010743	0.243163
"SNP_A-2007493"	11	7035837	0.020485
"SNP_A-2244719"	11	7058372	0.35848
"SNP_A-2142919"	11	7063102	0.231413
"SNP_A-1904018"	11	7071331	-0.22674
"SNP_A-1830792"	11	7071575	0.43884
"SNP_A-4223841"	11	7072260	0.215276
"SNP_A-2030136"	11	7074587	0.164593
"SNP_A-2128708"	11	7076377	0.498786
"SNP_A-2290635"	11	7089091	0.208602
"SNP_A-4223366"	11	7100789	0.088234
"SNP_A-1957808"	11	7101428	0.345961
"SNP_A-4219802"	11	7111176	0.167997
"SNP_A-4240255"	11	7152070	0.308734
"SNP_A-2007506"	11	7164400	0.157983
"SNP_A-2069199"	11	7172817	-0.293436
"SNP_A-1894413"	11	7184263	-0.057863
"SNP_A-1886267"	11	7211075	0.280045
"SNP_A-1880510"	11	7213717	0.040056
"SNP_A-1827732"	11	7214050	-0.1734
"SNP_A-1806862"	11	7214147	0.321312
"SNP_A-1958929"	11	7217952	0.086055
"SNP_A-1846824"	11	7223792	0.232347
"SNP_A-1810451"	11	7234696	0.074002
"SNP_A-2273965"	11	7234854	0.026799
"SNP_A-1781977"	11	7234977	0.227419
"SNP_A-4228526"	11	7237726	0.064392
"SNP_A-2108812"	11	7237862	-0.167545
"SNP_A-2207154"	11	7239747	0.020675
"SNP_A-4220577"	11	7239825	-0.041679
"SNP_A-1826127"	11	7239955	0.127182
"SNP_A-2104632"	11	7268254	0.167858
"SNP_A-2036735"	11	7268474	-0.024432
"SNP_A-4236174"	11	7270250	-0.426899
"SNP_A-2214865"	11	7277233	0.014133
"SNP_A-1952981"	11	7282516	0.035828
"SNP_A-1949976"	11	7282690	0.111648
"SNP_A-4232524"	11	7282788	0.169352
"SNP_A-2025903"	11	7292399	0.357041
"SNP_A-4229906"	11	7300338	-0.007897
"SNP_A-4214675"	11	7332881	-0.02979
"SNP_A-4197276"	11	7347828	0.040252
"SNP_A-4205057"	11	7359094	0.013812
"SNP_A-2244106"	11	7359783	0.320558
"SNP_A-4216883"	11	7373711	0.287742
"SNP_A-2035490"	11	7375042	0.489258
"SNP_A-2134346"	11	7375511	0.220354
"SNP_A-1861769"	11	7375726	0.090962
"SNP_A-1807148"	11	7375953	0.03597
"SNP_A-2154004"	11	7376191	0.364076
"SNP_A-2293635"	11	7397977	0.404723
"SNP_A-2170320"	11	7398714	0.281567
"SNP_A-2093560"	11	7402481	0.304889
"SNP_A-4219798"	11	7434616	0.102509
"SNP_A-1789268"	11	7438802	-0.020806
"SNP_A-2257140"	11	7442498	-0.113067
"SNP_A-2161399"	11	7477139	0.078821
"SNP_A-2007532"	11	7488751	0.201764
"SNP_A-4228412"	11	7505658	0.18168
"SNP_A-1919575"	11	7516506	0.189612
"SNP_A-2227273"	11	7544815	0.110358
"SNP_A-2286693"	11	7545042	0.175021
"SNP_A-2145611"	11	7545167	0.262704
"SNP_A-2229798"	11	7546172	-0.008052
"SNP_A-2001676"	11	7556781	-0.156544
"SNP_A-2254521"	11	7563074	0.196696
"SNP_A-2116643"	11	7588961	0.161454
"SNP_A-2056335"	11	7608961	0.182824
"SNP_A-4196463"	11	7626736	0.570165
"SNP_A-2247483"	11	7626825	0.125518
"SNP_A-2223640"	11	7629591	0.192344
"SNP_A-2244504"	11	7632155	-0.28564
"SNP_A-2181607"	11	7632595	-0.175836
"SNP_A-2200202"	11	7642041	0.204489
"SNP_A-2278141"	11	7643250	-0.026308
"SNP_A-1793630"	11	7671603	0.118841
"SNP_A-4221477"	11	7684448	0.008187
"SNP_A-4225731"	11	7684462	-0.08124
"SNP_A-1927929"	11	7704530	-0.139312
"SNP_A-4221668"	11	7705050	0.529142
"SNP_A-4200312"	11	7705135	-0.005313
"SNP_A-4214676"	11	7707730	0.413442
"SNP_A-2007536"	11	7707935	0.079614
"SNP_A-4214677"	11	7707965	-0.171907
"SNP_A-4222615"	11	7731884	-0.084961
"SNP_A-4194560"	11	7731897	0.098335
"SNP_A-2285300"	11	7732049	0.215833
"SNP_A-1860676"	11	7738998	0.043772
"SNP_A-2199801"	11	7741118	0.565068
"SNP_A-2214876"	11	7741343	0.331199
"SNP_A-4221258"	11	7803082	0.493664
"SNP_A-1843683"	11	7809814	0.511652
"SNP_A-4239286"	11	7810509	0.169962
"SNP_A-2116422"	11	7815651	0.046491
"SNP_A-4241093"	11	7835752	-0.203307
"SNP_A-2084093"	11	7835815	0.049351
"SNP_A-1943922"	11	7856213	0.673868
"SNP_A-1904652"	11	7867792	0.083563
"SNP_A-1928686"	11	7874870	0.074455
"SNP_A-2254535"	11	7897691	0.011223
"SNP_A-2227488"	11	7923218	0.174771
"SNP_A-2209104"	11	7923891	0.031907
"SNP_A-2114250"	11	7927361	0.156101
"SNP_A-4216833"	11	7927503	-0.06058
"SNP_A-2007564"	11	7945148	0.175433
"SNP_A-2001679"	11	7945757	-0.145423
"SNP_A-1899314"	11	7959885	0.406065
"SNP_A-2001680"	11	7976366	0.110046
"SNP_A-2023401"	11	7993714	-0.110705
"SNP_A-2001681"	11	7994173	0.111904
"SNP_A-2111698"	11	7994440	0.448805
"SNP_A-1821273"	11	8013324	0.239208
"SNP_A-2268579"	11	8054829	0.133949
"SNP_A-4193867"	11	8055693	-0.1246
"SNP_A-2042251"	11	8055765	0.027434
"SNP_A-2068487"	11	8056489	0.10018
"SNP_A-2085585"	11	8060567	-0.157579
"SNP_A-2265836"	11	8066385	0.132052
"SNP_A-2001683"	11	8089751	0.611662
"SNP_A-2242091"	11	8110555	0.19348
"SNP_A-2067496"	11	8111027	0.155537
"SNP_A-4235359"	11	8111720	-0.137917
"SNP_A-1790311"	11	8123798	0.207839
"SNP_A-1885062"	11	8128726	0.073042
"SNP_A-1898449"	11	8137470	0.092396
"SNP_A-1899406"	11	8149820	0.018251
"SNP_A-2115374"	11	8151168	0.210978
"SNP_A-1942316"	11	8151190	-0.012288
"SNP_A-4238740"	11	8151840	0.288617
"SNP_A-2093999"	11	8157501	-0.07469
"SNP_A-4193846"	11	8157701	0.033012
"SNP_A-2218051"	11	8157762	-0.156956
"SNP_A-2007568"	11	8158988	0.170784
"SNP_A-2073106"	11	8159303	-0.129353
"SNP_A-4239807"	11	8207400	0.395969
"SNP_A-1904109"	11	8225525	0.186805
"SNP_A-4226007"	11	8256459	-0.127306
"SNP_A-2218525"	11	8265740	0.462599
"SNP_A-2057633"	11	8274082	-0.024928
"SNP_A-2001686"	11	8277704	0.300699
"SNP_A-1861472"	11	8296429	0.080486
"SNP_A-2297100"	11	8296470	0.018872
"SNP_A-4200522"	11	8296639	-0.058513
"SNP_A-2044100"	11	8299937	0.26353
"SNP_A-1882661"	11	8325701	0.437938
"SNP_A-4218027"	11	8325868	0.276514
"SNP_A-2001687"	11	8326899	0.203595
"SNP_A-4221756"	11	8335252	0.263509
"SNP_A-4227121"	11	8335328	0.065535
"SNP_A-2133887"	11	8345527	0.305903
"SNP_A-2251420"	11	8345806	-0.092627
"SNP_A-2209334"	11	8346535	-0.081372
"SNP_A-2141998"	11	8372604	-0.252271
"SNP_A-4197506"	11	8388233	-0.030041
"SNP_A-2068702"	11	8388525	0.381095
"SNP_A-4214679"	11	8390440	0.486541
"SNP_A-1907123"	11	8398630	0.590353
"SNP_A-4218912"	11	8419295	-0.101048
"SNP_A-4220390"	11	8420198	0.286776
"SNP_A-1822723"	11	8430591	0.094457
"SNP_A-1960513"	11	8450005	0.223234
"SNP_A-4234103"	11	8456621	0.356177
"SNP_A-2196459"	11	8456956	-0.403077
"SNP_A-1899950"	11	8459523	0.32923
"SNP_A-2007580"	11	8459967	0.421173
"SNP_A-4204372"	11	8460750	0.38064
"SNP_A-4218111"	11	8461195	0.326876
"SNP_A-2310924"	11	8461430	-0.171654
"SNP_A-1913017"	11	8508253	0.029661
"SNP_A-2310075"	11	8508492	-0.028956
"SNP_A-4231065"	11	8521354	-0.278526
"SNP_A-4225988"	11	8525761	0.187568
"SNP_A-4225176"	11	8542191	-0.00216
"SNP_A-2229381"	11	8547068	0.030661
"SNP_A-2290045"	11	8555549	0.306317
"SNP_A-1788462"	11	8598315	0.077607
"SNP_A-2046809"	11	8600565	-0.588434
"SNP_A-2154031"	11	8609935	0.152856
"SNP_A-4207437"	11	8653448	0.381032
"SNP_A-2233022"	11	8681844	0.339381
"SNP_A-4205176"	11	8682202	-0.145649
"SNP_A-1897250"	11	8687209	0.199149
"SNP_A-1937829"	11	8708216	0.193071
"SNP_A-2007582"	11	8755429	0.391718
"SNP_A-2176270"	11	8756325	0.304219
"SNP_A-2051440"	11	8758194	0.313295
"SNP_A-2007584"	11	8761837	-0.219364
"SNP_A-4214681"	11	8761883	0.057936
"SNP_A-2007585"	11	8761950	0.175571
"SNP_A-2120299"	11	8765208	0.482199
"SNP_A-4198715"	11	8801485	0.151038
"SNP_A-4238374"	11	8856104	0.28732
"SNP_A-2050070"	11	8856244	0.128691
"SNP_A-1891469"	11	8856970	0.244612
"SNP_A-2001694"	11	8865393	0.159159
"SNP_A-1938499"	11	8890429	0.165221
"SNP_A-2216378"	11	8891748	0.098171
"SNP_A-1821349"	11	8894625	0.15493
"SNP_A-2253662"	11	8894700	0.153902
"SNP_A-2001697"	11	8895510	-0.112662
"SNP_A-1956165"	11	8914546	-0.255632
"SNP_A-2170739"	11	8924086	-0.138897
"SNP_A-2279135"	11	8924168	0.278867
"SNP_A-4237858"	11	8932352	0.090131
"SNP_A-2058115"	11	8949885	0.028573
"SNP_A-2269538"	11	8951543	-0.006611
"SNP_A-2048601"	11	9001343	-0.47284
"SNP_A-4192560"	11	9021842	-0.073625
"SNP_A-2112827"	11	9038237	0.431132
"SNP_A-2113429"	11	9073412	0.190633
"SNP_A-2089755"	11	9081257	-0.291854
"SNP_A-1807626"	11	9094625	0.259903
"SNP_A-2207187"	11	9100124	0.12966
"SNP_A-2118342"	11	9138795	0.138432
"SNP_A-4222624"	11	9198024	0.239729
"SNP_A-2072235"	11	9212572	0.173451
"SNP_A-2289841"	11	9268610	-0.027712
"SNP_A-2120848"	11	9292925	-0.012343
"SNP_A-2174246"	11	9309356	-0.127372
"SNP_A-1811127"	11	9314832	0.451681
"SNP_A-2046359"	11	9345966	0.232686
"SNP_A-4224116"	11	9388462	0.136776
"SNP_A-1843095"	11	9397984	0.395798
"SNP_A-1840013"	11	9406953	-0.144743
"SNP_A-2053230"	11	9411950	0.039807
"SNP_A-2055118"	11	9419110	0.075055
"SNP_A-2207286"	11	9493442	0.060596
"SNP_A-2265368"	11	9500492	0.103357
"SNP_A-4223138"	11	9512693	0.298156
"SNP_A-2114612"	11	9525039	-0.009212
"SNP_A-2092675"	11	9546416	0.2547
"SNP_A-2007599"	11	9571659	0.279976
"SNP_A-2114893"	11	9585378	0.487709
"SNP_A-2224939"	11	9587545	0.17032
"SNP_A-4200001"	11	9604900	0.157042
"SNP_A-1839459"	11	9623048	0.054055
"SNP_A-2209828"	11	9681193	0.319577
"SNP_A-2148644"	11	9681413	-0.035598
"SNP_A-1844695"	11	9686717	0.037823
"SNP_A-4193369"	11	9686762	-0.264362
"SNP_A-2227741"	11	9691274	0.395587
"SNP_A-1894743"	11	9698659	0.282051
"SNP_A-2259256"	11	9706221	-0.021427
"SNP_A-2141602"	11	9717303	0.180155
"SNP_A-2080888"	11	9742593	0.66436
"SNP_A-4231364"	11	9745546	0.144947
"SNP_A-2007608"	11	9769884	-0.224393
"SNP_A-4230939"	11	9774581	0.461292
"SNP_A-2173247"	11	9825416	0.140384
"SNP_A-2231311"	11	9827592	0.208368
"SNP_A-1945957"	11	9832095	0.135315
"SNP_A-2007615"	11	9852679	0.060764
"SNP_A-4214682"	11	9852741	0.339372
"SNP_A-4198675"	11	9856689	0.246916
"SNP_A-1791551"	11	9857034	0.542633
"SNP_A-2007616"	11	9857911	0.116552
"SNP_A-4214683"	11	9859168	0.259075
"SNP_A-2007618"	11	9859373	0.289754
"SNP_A-2285755"	11	9870165	0.217301
"SNP_A-1873706"	11	9874544	-0.090391
"SNP_A-1917939"	11	9875842	0.106398
"SNP_A-2007623"	11	9877034	0.222955
"SNP_A-2007624"	11	9877113	0.028424
"SNP_A-4203735"	11	9899008	-0.044974
"SNP_A-4205236"	11	9905154	-0.183207
"SNP_A-4218073"	11	9919633	0.231703
"SNP_A-4227656"	11	9921797	0.140859
"SNP_A-1836550"	11	9934547	0.013877
"SNP_A-2052403"	11	9937741	0.449936
"SNP_A-2149339"	11	9937873	0.050332
"SNP_A-2124812"	11	9939979	0.284118
"SNP_A-4198187"	11	9940714	0.326476
"SNP_A-2242164"	11	9959825	0.039056
"SNP_A-1817014"	11	9960198	0.317072
"SNP_A-2173547"	11	9984119	0.137354
"SNP_A-2221390"	11	10013072	-0.038846
"SNP_A-2302197"	11	10019309	0.142109
"SNP_A-2115077"	11	10046462	-0.33129
"SNP_A-1800787"	11	10052263	-0.03555
"SNP_A-1845489"	11	10052816	0.132927
"SNP_A-2207899"	11	10053592	0.243503
"SNP_A-1799359"	11	10073910	0.536279
"SNP_A-4207156"	11	10073964	-0.380548
"SNP_A-4225202"	11	10097795	0.497011
"SNP_A-2309502"	11	10101401	0.425382
"SNP_A-1936747"	11	10106788	0.323921
"SNP_A-2136809"	11	10116459	0.120506
"SNP_A-2056476"	11	10157761	0.196297
"SNP_A-1929352"	11	10167703	-0.03038
"SNP_A-4220435"	11	10168778	0.203335
"SNP_A-2227395"	11	10183969	0.105314
"SNP_A-4203424"	11	10189289	0.021108
"SNP_A-4214687"	11	10211359	0.549743
"SNP_A-2271911"	11	10244564	0.345455
"SNP_A-2251304"	11	10251416	-0.044658
"SNP_A-2143109"	11	10251679	-0.264623
"SNP_A-2215566"	11	10252227	-0.473798
"SNP_A-4195442"	11	10253243	0.137852
"SNP_A-4214689"	11	10258592	0.309964
"SNP_A-2007654"	11	10259114	0.170945
"SNP_A-1879716"	11	10260515	0.074528
"SNP_A-2192340"	11	10262604	0.273066
"SNP_A-1818598"	11	10325916	0.538433
"SNP_A-1802027"	11	10335389	0.293073
"SNP_A-1808926"	11	10335672	0.040238
"SNP_A-2233893"	11	10341953	-0.577912
"SNP_A-2041425"	11	10355697	-0.432736
"SNP_A-2084730"	11	10360115	-0.293632
"SNP_A-2103255"	11	10368468	-0.003408
"SNP_A-1942102"	11	10380683	0.263235
"SNP_A-2163152"	11	10380873	0.339181
"SNP_A-2181836"	11	10380916	0.203478
"SNP_A-2270151"	11	10381085	0.065438
"SNP_A-2278439"	11	10381185	0.270271
"SNP_A-2144175"	11	10381291	0.535327
"SNP_A-1899961"	11	10381515	0.226364
"SNP_A-2171897"	11	10381903	0.213533
"SNP_A-1870989"	11	10381993	0.044785
"SNP_A-1893025"	11	10382086	0.037224
"SNP_A-2042257"	11	10389504	0.235587
"SNP_A-2046581"	11	10390002	0.544392
"SNP_A-1856999"	11	10392327	-0.063873
"SNP_A-4214691"	11	10417172	0.274773
"SNP_A-2078704"	11	10419825	0.03428
"SNP_A-4239308"	11	10457237	0.144602
"SNP_A-1949826"	11	10458791	0.257646
"SNP_A-2309723"	11	10463283	0.099811
"SNP_A-1929166"	11	10473410	0.142385
"SNP_A-2212299"	11	10473570	-0.023083
"SNP_A-2029091"	11	10481182	-0.030656
"SNP_A-1936408"	11	10482495	0.209502
"SNP_A-4203950"	11	10491442	0.377238
"SNP_A-1924842"	11	10492692	0.709087
"SNP_A-4214692"	11	10515175	0.096417
"SNP_A-2001706"	11	10533973	0.122578
"SNP_A-2114919"	11	10578854	0.045348
"SNP_A-4218796"	11	10596365	0.102447
"SNP_A-1789357"	11	10616465	0.184039
"SNP_A-2111094"	11	10623102	0.236407
"SNP_A-4214693"	11	10636335	0.240365
"SNP_A-2202613"	11	10644263	-0.111589
"SNP_A-1882909"	11	10652522	0.022494
"SNP_A-2287602"	11	10667780	-0.12786
"SNP_A-1942387"	11	10687255	0.344141
"SNP_A-2201842"	11	10693749	-0.269831
"SNP_A-2268403"	11	10694952	0.322399
"SNP_A-2188131"	11	10697125	-0.165871
"SNP_A-2007692"	11	10701970	-0.060067
"SNP_A-4236975"	11	10727616	0.173196
"SNP_A-2295993"	11	10728102	-0.038262
"SNP_A-2097924"	11	10770189	0.143518
"SNP_A-4199713"	11	10776440	-0.136441
"SNP_A-2007699"	11	10777631	-0.402658
"SNP_A-1921740"	11	10783994	0.092248
"SNP_A-1852358"	11	10802693	0.058476
"SNP_A-1910563"	11	10809398	0.070011
"SNP_A-1829456"	11	10822315	-0.130647
"SNP_A-2090351"	11	10822603	0.269459
"SNP_A-1814316"	11	10830511	0.152514
"SNP_A-2098202"	11	10875663	0.305694
"SNP_A-1886831"	11	10878088	0.115916
"SNP_A-4214102"	11	10904828	0.34957
"SNP_A-4200723"	11	10916024	0.491702
"SNP_A-2305409"	11	10922328	0.299542
"SNP_A-2239880"	11	10922397	0.120313
"SNP_A-2032213"	11	10923862	-0.046441
"SNP_A-4204628"	11	10924214	1.071156
"SNP_A-4234508"	11	10957206	0.051599
"SNP_A-2272293"	11	10957337	0.113303
"SNP_A-2007714"	11	10962086	-0.423091
"SNP_A-4214694"	11	10962273	0.238267
"SNP_A-2007716"	11	10962471	-0.021707
"SNP_A-2210555"	11	10967280	0.19106
"SNP_A-2239349"	11	10967600	0.319458
"SNP_A-1869106"	11	10976385	0.33081
"SNP_A-2297666"	11	10976892	0.089301
"SNP_A-1805662"	11	10976945	0.401333
"SNP_A-2106469"	11	10981160	0.060093
"SNP_A-1957489"	11	10981358	0.494583
"SNP_A-1856561"	11	10985638	0.318594
"SNP_A-2265698"	11	10986547	0.054838
"SNP_A-4202135"	11	10991925	-0.035608
"SNP_A-2159846"	11	10992073	0.034178
"SNP_A-2204717"	11	10994284	0.004802
"SNP_A-4240160"	11	10994430	-0.366752
"SNP_A-2007720"	11	11002835	-0.36723
"SNP_A-2007721"	11	11003055	-0.100115
"SNP_A-2302089"	11	11003956	0.044739
"SNP_A-1791770"	11	11004225	0.098977
"SNP_A-1903211"	11	11017499	0.062326
"SNP_A-4223015"	11	11039542	0.443834
"SNP_A-1945853"	11	11043206	0.040787
"SNP_A-2217618"	11	11048962	0.101846
"SNP_A-2258341"	11	11050032	0.229659
"SNP_A-2033940"	11	11059118	0.004163
"SNP_A-4228995"	11	11059142	0.159128
"SNP_A-1934138"	11	11072224	0.272798
"SNP_A-1879638"	11	11072601	0.339887
"SNP_A-4225261"	11	11073168	-0.107161
"SNP_A-2314582"	11	11075598	0.024446
"SNP_A-2167354"	11	11075681	0.167566
"SNP_A-1882728"	11	11075804	0.276126
"SNP_A-2219790"	11	11096657	0.139632
"SNP_A-2160232"	11	11107406	0.181245
"SNP_A-1850554"	11	11107687	0.101201
"SNP_A-2088071"	11	11114681	0.105664
"SNP_A-4230866"	11	11135678	0.293741
"SNP_A-1816681"	11	11164749	0.016385
"SNP_A-1951648"	11	11182688	-0.074456
"SNP_A-1948088"	11	11182712	0.268565
"SNP_A-2031920"	11	11183751	0.245621
"SNP_A-4234715"	11	11184526	0.312958
"SNP_A-1870613"	11	11184554	-0.025398
"SNP_A-1810098"	11	11184950	0.148488
"SNP_A-2087524"	11	11213067	0.23051
"SNP_A-1839433"	11	11228193	0.410098
"SNP_A-2148182"	11	11235786	0.0791
"SNP_A-4239830"	11	11241421	-0.117384
"SNP_A-2186665"	11	11242881	0.133962
"SNP_A-1784453"	11	11258440	-0.094569
"SNP_A-2079900"	11	11269076	0.011924
"SNP_A-1901854"	11	11269265	0.047973
"SNP_A-1857669"	11	11269413	-0.223251
"SNP_A-2007747"	11	11274865	0.165357
"SNP_A-2001712"	11	11274975	0.233826
"SNP_A-1792150"	11	11279857	0.271781
"SNP_A-2181213"	11	11288299	-0.606169
"SNP_A-2106116"	11	11292091	-0.036813
"SNP_A-4223396"	11	11292354	0.170424
"SNP_A-2251272"	11	11316462	0.020118
"SNP_A-2083346"	11	11320602	-0.267092
"SNP_A-2099450"	11	11322567	0.026471
"SNP_A-4192844"	11	11322906	0.060432
"SNP_A-4240503"	11	11323483	0.018953
"SNP_A-2313910"	11	11324746	-0.120067
"SNP_A-4200055"	11	11325103	-0.017362
"SNP_A-2241726"	11	11330536	-0.213368
"SNP_A-2184447"	11	11331505	0.180314
"SNP_A-2240082"	11	11344701	-0.30256
"SNP_A-2039182"	11	11346019	0.058253
"SNP_A-4201094"	11	11346158	0.084293
"SNP_A-1838276"	11	11352559	-0.290901
"SNP_A-1796074"	11	11352817	0.231762
"SNP_A-2189451"	11	11378255	-0.047738
"SNP_A-2302797"	11	11391027	0.344411
"SNP_A-2034067"	11	11398772	0.200464
"SNP_A-2072242"	11	11429193	-0.39733
"SNP_A-2152688"	11	11460104	0.160849
"SNP_A-1944715"	11	11463667	0.541976
"SNP_A-2208728"	11	11468850	0.14754
"SNP_A-1878305"	11	11468881	0.496967
"SNP_A-4222279"	11	11480555	0.060264
"SNP_A-1911585"	11	11488807	0.172389
"SNP_A-1958578"	11	11488870	-0.426386
"SNP_A-1881270"	11	11490601	-0.055158
"SNP_A-2183023"	11	11500992	0.398265
"SNP_A-2228523"	11	11501166	0.124438
"SNP_A-4239674"	11	11504282	-0.061751
"SNP_A-2272102"	11	11507152	-0.339977
"SNP_A-4240718"	11	11547337	0.262328
"SNP_A-2050013"	11	11547422	0.31697
"SNP_A-2077278"	11	11549487	0.310676
"SNP_A-1861500"	11	11569529	0.218139
"SNP_A-1934083"	11	11601176	0.448243
"SNP_A-2024127"	11	11662867	-0.136976
"SNP_A-1943834"	11	11667979	0.160559
"SNP_A-2172067"	11	11706756	0.13262
"SNP_A-2199320"	11	11717646	0.05502
"SNP_A-4196716"	11	11718129	0.306219
"SNP_A-2145625"	11	11718868	0.058286
"SNP_A-2007778"	11	11741202	0.38905
"SNP_A-1906888"	11	11764863	0.829257
"SNP_A-2007783"	11	11771277	0.499145
"SNP_A-2190009"	11	11774554	0.551524
"SNP_A-4239437"	11	11774620	0.381028
"SNP_A-2007784"	11	11777025	0.666136
"SNP_A-2007786"	11	11777209	0.371441
"SNP_A-1847228"	11	11783495	0.313123
"SNP_A-4206868"	11	11784157	0.296056
"SNP_A-2211012"	11	11797501	0.040969
"SNP_A-2158290"	11	11801092	0.320093
"SNP_A-2174796"	11	11806675	0.253586
"SNP_A-2062431"	11	11806921	0.2469
"SNP_A-1944087"	11	11814065	0.109823
"SNP_A-1850785"	11	11814890	0.721881
"SNP_A-4236333"	11	11846330	-0.088679
"SNP_A-4223696"	11	11849793	0.018651
"SNP_A-2001725"	11	11875274	-0.285038
"SNP_A-2048443"	11	11931629	0.433844
"SNP_A-2217827"	11	11932076	0.178084
"SNP_A-2246944"	11	11936168	0.398401
"SNP_A-2007790"	11	11936250	-0.178925
"SNP_A-2001726"	11	11937025	0.284603
"SNP_A-1915505"	11	11941430	-0.018502
"SNP_A-1946681"	11	11952757	0.08699
"SNP_A-2298964"	11	11959083	-0.00359
"SNP_A-1878864"	11	11959140	0.089354
"SNP_A-2301726"	11	11960742	0.114311
"SNP_A-2211952"	11	11964354	0.536682
"SNP_A-2288860"	11	11966145	-0.173237
"SNP_A-2084576"	11	11966395	-0.016726
"SNP_A-4214103"	11	11973104	0.335088
"SNP_A-2236115"	11	11995777	-0.00627
"SNP_A-1831932"	11	11995854	-0.32017
"SNP_A-4235733"	11	11997396	-0.080121
"SNP_A-4237128"	11	11997446	0.203159
"SNP_A-2001727"	11	11998072	0.124404
"SNP_A-1802602"	11	12001084	0.391582
"SNP_A-2204105"	11	12028789	0.735536
"SNP_A-4230487"	11	12051362	0.069207
"SNP_A-1827103"	11	12073334	0.039138
"SNP_A-1955693"	11	12092180	0.088157
"SNP_A-1809111"	11	12105716	-0.005753
"SNP_A-1929813"	11	12106062	-0.097825
"SNP_A-2149468"	11	12106107	0.463432
"SNP_A-4214703"	11	12113429	0.131428
"SNP_A-1895444"	11	12113578	-0.030681
"SNP_A-2007795"	11	12113841	0.353113
"SNP_A-2217324"	11	12122809	-0.1438
"SNP_A-1815667"	11	12132301	0.076906
"SNP_A-2075201"	11	12150320	0.221533
"SNP_A-2218216"	11	12151334	-0.274386
"SNP_A-2100702"	11	12175073	0.071362
"SNP_A-2206769"	11	12201919	0.282824
"SNP_A-2304720"	11	12202026	0.44858
"SNP_A-4223441"	11	12202335	-0.561115
"SNP_A-2218480"	11	12210000	0.083594
"SNP_A-1958045"	11	12210124	0.270723
"SNP_A-2007815"	11	12221659	-0.238981
"SNP_A-2007816"	11	12221797	0.093649
